"Hora de saida",Cliente,Artesão,Preço,Produto,"Hora de chegada",Cartão,Espécie,Quantidade
"2019-01-27 13:43:41","Sra. Mary Benites","Roberta Quintana Sobrinho",59266680,voluptatem,"1970-09-30 11:50:14",1,1,9816
"1972-04-09 23:10:51","Srta. Letícia Luísa Brito Filho","Srta. Catarina Ariane Quintana Sobrinho",3753104,asperiores,"1980-09-13 22:36:28",,1,2
"2015-10-01 18:03:03","Sr. David Godói Montenegro Jr.","Srta. Bianca Rios Mendonça",12,sapiente,"1978-10-28 06:30:55",1,1,643475
"1987-11-06 19:25:09","Sra. Malu Martines da Silva","Manoela Santos",833123,similique,"1989-01-22 04:52:53",,,5348
"1991-03-27 23:56:49","Camilo Cruz Godói","Dr. Vicente Otávio Delvalle",4,illum,"1977-12-22 16:51:13",,,65530877
"1996-02-08 20:18:21","Liz Furtado Balestero Filho","Srta. Mayara Sofia Correia Neto",529287,totam,"1999-09-12 21:23:11",1,1,96
"1973-05-06 13:12:04","Christian Lucio Neves","Sr. Cristian Rosa Correia Neto",6026631,dolores,"2007-03-19 12:43:41",,1,21
"1970-08-23 20:27:55","Dr. Nicolas Galhardo Serrano","Heloise Duarte",8500,aut,"1991-08-22 01:44:17",1,,12652229
"2002-11-09 19:19:09","Dr. Fábio José Padilha","Dr. Marina Ortega Filho",2372,debitis,"1975-05-03 05:53:29",1,,7
"2012-04-28 15:11:41","Alma Ferminiano Reis","Naiara Eliane Prado Jr.",95288,nam,"1990-12-12 02:06:00",,1,4988871
"2000-02-02 04:02:15","Dr. Jerônimo Matheus Batista Filho","Srta. Fabiana Luciana Leon Sobrinho",249744,qui,"2004-02-27 14:58:27",,,217590
"1988-05-12 07:11:43","Dr. Sebastião Teles Jr.","Bárbara Brito Queirós",691136,quae,"1998-09-23 19:47:12",1,,260
"1975-11-04 12:09:17","Pedro Galindo","Dr. Aparecida Alves",32,quam,"2007-03-02 08:08:34",,,88
"1989-03-21 05:36:23","Bernardo Bezerra Padilha","Sr. Leonardo Neves",507103827,quae,"1984-07-12 15:47:49",,,981368526
"1978-03-11 18:00:46","Laiane Irene Solano","Sr. Agostinho Marin Jr.",3316,adipisci,"2001-12-02 11:32:11",,1,1
"1989-10-03 09:03:04","Luna Maria Delgado Neto","Josué Samuel Queirós Filho",9325,a,"2001-10-25 06:56:01",1,1,19162
"2011-09-11 19:16:30","Sr. Ícaro Francisco Soares","Cláudio Vinícius Madeira",4,quis,"1977-11-02 16:48:54",,,4574042
"2010-10-14 13:42:26","Mauro Renato Ferraz Neto","Dr. Benício Lozano Filho",442865,voluptatem,"2014-07-07 06:00:22",,1,67
"2018-04-23 04:51:22","Santiago Rico Marinho","Sr. Hernani Carlos Vale",4,et,"1994-07-11 19:46:30",1,,747180059
"2005-01-03 07:35:45","Cláudia Alcantara Marinho","Srta. Mirela Torres Filho",9,doloremque,"2010-05-26 18:06:14",,,216351004
"1999-09-09 14:58:34","Sr. Maurício Medina Aragão Neto","Suelen Mendes Santos",9719,aperiam,"1985-09-17 07:18:09",1,1,509543
"1984-08-11 01:13:02","Dr. Luísa Barreto Filho","Srta. Isabella Karine de Aguiar Jr.",87725,pariatur,"2002-01-14 16:49:18",,,45518230
"1977-04-05 09:58:55","Dr. Tábata Lúcia Zamana","Júlia Camacho Balestero Jr.",6872,quia,"1972-02-26 23:41:06",,1,7
"2009-10-17 19:26:53","Sra. Catarina Saraiva","Dr. Afonso Roque",90,culpa,"2001-06-23 20:44:54",1,1,2
"2012-07-10 23:15:48","Sr. Alan Richard Caldeira Neto","Mariana Elisa Furtado",3780,reiciendis,"1999-11-13 22:35:19",,,24
"1995-01-05 22:48:44","Srta. Karine Delvalle","Dr. Augusto Carvalho de Freitas",587781,sunt,"2015-10-12 16:21:34",,1,91
"1987-04-26 02:21:55","Gabriela Márcia Urias","Marcos Serra",29,optio,"2013-11-21 16:56:38",1,,11344007
"1987-05-01 19:52:56","Dr. Raysa Azevedo Filho","Sr. Rodrigo Branco Meireles Jr.",89846,deleniti,"2004-06-28 20:32:49",1,1,732361
"2021-09-13 03:42:15","Yasmin Domingues Jr.","William Martines Gomes",4670,ullam,"1991-09-01 09:02:29",1,1,0
"2013-10-22 16:00:48","Letícia Montenegro","Dr. Gean Corona",87187,est,"1973-11-27 21:15:30",,,64
